platform,date,user,content,likes,shares,comments,source_url,sentiment_label,sentiment_score
facebook,,,"Este 13 de abril tienes una decisión que tomar. Elige avanzar, no retroceder. Elige a tu país. ",45788,3652,11199,https://www.facebook.com/DanielNoboaOk/posts/pfbid0LiGSUmbzrx3xjZCWfxJ7GRm5eEvqPW5kB4xyR64oxrsDn7y5EPJbWHHcToo6gUT2l,neutral,0.5582718849182129
facebook,,,Ampliaremos la cobertura del Seguro Social Campesino para que llegue donde nunca ha llegado. Porque el trabajo rural también necesita respaldo. ,1826,81,211,https://www.facebook.com/DanielNoboaOk/posts/pfbid0hMRnnR1TeV7M7JdcRLUSqcSAM4pYwR9LD24LwScqv15PLGy57fMd1anKe3TQbPJel,neutral,0.4837842583656311
facebook,,,"Ninguna madre debería dejar de trabajar por no tener con quién dejar a sus hijos. Vamos a reforzar las guarderías públicas con más personal, más apoyo y mejores condiciones. ",10666,547,958,https://www.facebook.com/DanielNoboaOk/posts/pfbid0FHxemVUd1gWCYEiMTjofUHCsBuCwP8PVX9W7tzmRQiwuEATm1fnz55vmXwCCgmBzl,negative,0.5235720872879028
facebook,,,Vamos a condonar deudas de hasta 10 mil dólares con BanEcuador y el BNF. Lo que se necesita ahora es darles oxígeno para que levanten sus negocios. ,3588,182,294,https://www.facebook.com/DanielNoboaOk/posts/pfbid03d5PabGapL5XqZsHJtpFpuj2ae5qV4jZCoKCZ3y2q2nyT66obQRX218GphCryM4El,neutral,0.4271900951862335
facebook,,,El abandono en las vías rurales termina aquí. Vamos a invertir fuerte en la reconformación de los caminos para que la producción salga y los pueblos se conecten. ,4218,148,461,https://www.facebook.com/DanielNoboaOk/posts/pfbid0JST5S9e2KXe4fNs1jASbH2ZrNyZq4Um6oSNZfBFSryNJC9zNJ2H63RFnSNSS6MDrl,negative,0.5477578043937683
facebook,,,"Tener una casa propia no puede seguir siendo un sueño lejano. Vamos a construir viviendas dignas en el campo, para que más familias puedan empezar de nuevo con estabilidad y seguridad. ",3184,110,289,https://www.facebook.com/DanielNoboaOk/posts/pfbid02jKsyvpiCz6c5pfoXzsixcQtSFmgk2kfGEFMPeHFKhcWXUyNtV8xgx6DiKzf3LfH4l,positive,0.5566580891609192
facebook,,,"El empleo se construye con oportunidades reales. Vamos a llevar ferias de trabajo a todo el Guayas, donde los jóvenes se encuentren cara a cara con quienes pueden contratarlos. ",1677,55,145,https://www.facebook.com/DanielNoboaOk/posts/pfbid0366aNDDZ1zX1C5yC5rzZxJQauC3ehRYiyTHwGWUCXP5kBveRaS5xkTxbPozdfeMevl,positive,0.572447657585144
facebook,,,"El Estado estará donde se trabaja la tierra. Maquinaria, semillas, fertilizantes. Estaremos en territorio acompañándolos en cada uno de los momentos. ",1952,59,153,https://www.facebook.com/DanielNoboaOk/posts/pfbid02PiZjy1G9784BLMZPwY4GTGsExSU837QwqiUyVhJUTJcxUUJFMVKptnYDwZHpeqfTl,neutral,0.7050127387046814
facebook,,,"Vamos a ejecutar obras urgentes donde nunca llegó la inversión. Sistemas modernos, soluciones duraderas, sin pretextos. Este gobierno no dará la espalda a las familias que han esperado por décadas. ",1620,55,125,https://www.facebook.com/DanielNoboaOk/posts/pfbid0PBzFgiUWSGBNV9YsLMchjXZoN8aGcVSYSLHB33Fmi2dcDzm2m6g7GozAaGENTp9ul,positive,0.5583274364471436
facebook,,,"La seguridad en la costa será una prioridad. La Marina tendrá presencia permanente para frenar el crimen, proteger la pesca y recuperar el control de nuestro mar. ",3855,222,332,https://www.facebook.com/DanielNoboaOk/posts/pfbid0zYqwNceEHXWKr2n8qyNXCTNJMd5qYdrRXRkTdnXPwWAiWSB7ostJ221uprV8cETKl,neutral,0.4591321051120758
facebook,,,Vamos a entregar créditos directos para quienes quieren trabajar y crecer. Confiamos en la capacidad de cada uno de los ecuatorianos. ,1674,77,156,https://www.facebook.com/DanielNoboaOk/posts/pfbid02Fypa2F4CSDHSrQKzL7YVLsqzYWwrWhSEhfDr4CwAf3LiHgfyiiqvQoS9mGSYYoBol,positive,0.731414794921875
facebook,,,"Vamos a invertir donde más se necesita para que El Oro se mueva con fuerza, con vías dignas y puertos modernos que impulsen el comercio y el turismo. ",1431,59,127,https://www.facebook.com/DanielNoboaOk/posts/pfbid06sTqUxYiR7EHgsXVxdZYAG26vEfRWnioAF94UuXs6dJYZfy2gWhWURu9FAFqVLEPl,positive,0.6509117484092712
facebook,,,"Esto lo hacemos por nuestras familias, por nuestro futuro, y sobre todo por nuestro Ecuador 🇪🇨 ",4863,574,636,https://www.facebook.com/DanielNoboaOk/posts/pfbid0254wxfnNEXvWrZr9kitxyiA3Ya9sBDVzaS1yuZThpCvVj8p82vtgCdnS1W7rhJdkWl,positive,0.5417149662971497
facebook,,,Siempre para ustedes. ,5923,366,436,https://www.facebook.com/reel/540372799095923/,positive,0.6468329429626465
facebook,,,Azuay ya decidió ir para adelante ,16421,2353,1798,https://www.facebook.com/reel/649997617663844/,positive,0.648196816444397
facebook,,,"El sur de Quito tendrá su universidad pública. No más jóvenes viajando dos horas para estudiar. Educación de calidad, cerca de casa. ",21745,1696,4318,https://www.facebook.com/DanielNoboaOk/posts/pfbid0PHtJMfELZoPpn9pqGKeM2SegvRb7TCCa3PVkq9mNmb5fCsSf9Y13eYuYQAhyzuH2l,positive,0.5885614156723022
facebook,,,"La Panamericana Sur será ampliada. Porque el desarrollo no llega si las vías no lo permiten. Esta obra va porque conecta trabajo, comercio y futuro. ",7584,312,1113,https://www.facebook.com/DanielNoboaOk/posts/pfbid0Bx18uZ4tEJCmb79AjSB6veEKjgAtpHjeVSrhzKyZAUEkYbxJTgvxRtKmhqgk9ZoFl,neutral,0.4881333112716675
facebook,,,La vía entre Tambillo y Machachi se ampliará a seis carriles. Ya no más horas perdidas en el tráfico. La gente del sur merece moverse con dignidad y agilidad. ,10941,732,2402,https://www.facebook.com/DanielNoboaOk/posts/pfbid02sLnb6LyhDaFvF5gXeadREQQgQ8qWAoZgtCDtYWheer1a3SNn81XVUsL5188dDc65l,neutral,0.45570462942123413
facebook,,,Construiremos un nuevo Hospital Oncológico en Quito. Vamos a levantar un centro que salve vidas. ,10000,1260,3470,https://www.facebook.com/DanielNoboaOk/posts/pfbid032pstHBaVQuevvXdHNV7uKTYQSKQpiAM1edREW5rDXyAwMtn7jMGj7w7sRiA5aC3vl,positive,0.6226727962493896
facebook,,,Ecuador va para adelante 🇪🇨🇪🇨,10000,862,1216,https://www.facebook.com/DanielNoboaOk/posts/pfbid0NRyaR3KLJUz1YLLLVPSUWTDRjvyCZ6FJFxVbf923RSseYKqLApabqka5a5HUR5drl,positive,0.8068858981132507
facebook,,,El Ecuador solo tiene un camino: y todos sabemos que es hacia adelante 🫡🇪🇨 ,78504,4870,8493,https://www.facebook.com/DanielNoboaOk/posts/pfbid02j58qpEBXpUrGodLb1HLT3c7CyVCHL4fE8ybT6BX2XwY4UMKnCGVZQQv3Tkg2cER6l,neutral,0.5627148747444153
facebook,,,"Han sido claros, lo han dicho. Pero nadie quiere que Ecuador sea como Venezuela. Este 13 de abril vota por un ",42723,7745,4968,https://www.facebook.com/reel/1641329203417008/,neutral,0.5515676140785217
facebook,,,Gracias Loja ,30187,2557,3014,https://www.facebook.com/reel/921214409971070/,positive,0.8029926419258118
facebook,,,"Vamos a modernizar el sistema educativo, conectar lo que se enseña con lo que el país necesita.Nuestros jóvenes no pueden seguir graduándose sin oportunidades. Vamos a impulsar la formación técnica, el acceso a idiomas, la tecnología y el emprendimiento. Desde todos los ángulos. ",7154,434,937,https://www.facebook.com/reel/692068803348620/,positive,0.5067945718765259
facebook,,,"Este 13 de abril, Ecuador tiene una decisión clara que tomar: Democracia o dictadura Dólar o ecuadolar Avanzar o retroceder La respuesta es sencilla. Ecuador ya despertó. Y no hay vuelta atrás 🇪🇨",99102,9490,14691,https://www.facebook.com/DanielNoboaOk/posts/pfbid02XiVPZB1rfHuSNdQp2pQcN3DkV2EH4QWNY11JbmqjS5fnaiXy4FaLhvEGi34UrKjkl,neutral,0.6223472356796265
facebook,,,Los resultados hablan por nosotros. El tiempo de las excusas se terminó. ,28054,1043,2992,https://www.facebook.com/DanielNoboaOk/posts/pfbid024jBVpLQ8LZkSbJ29YGEAm9ZiRjJ2raPPSqzuaSZdUFPodmTHfJy7rKXDdDFw5oG2l,negative,0.530738890171051
facebook,,,"Vamos con decisiones firmes, aunque incomoden, porque Ecuador tiene que ir hacia adelante. ",44452,3379,5253,https://www.facebook.com/DanielNoboaOk/posts/pfbid035f2Adnwkkg59Udrbo6pp7MuYEtkXcQLPhhqWwkkTJzWi5XhgUvGK49HTVG8icncfl,positive,0.581207811832428
facebook,,,Aquí todos empujamos al Ecuador hacia adelante 🇪🇨 ,10000,630,1451,https://www.facebook.com/DanielNoboaOk/posts/pfbid03qCTdrQU2WFwrbdDEDwMWG4k1KuJENRkzRuZt4RYKyaM2j53saZZbZ5bf9xjio1Ul,positive,0.7883833050727844
facebook,,,"El país se levanta trabajando. Vamos a mover la economía con esfuerzo real, es hora de que el trabajo valga y rinda. ",31983,1870,5311,https://www.facebook.com/DanielNoboaOk/posts/pfbid09QtzGZSTiLk71m8fHbemoy9utKYCH6gdnKS339FLDjqdWsiwY4qBioQHNFpNZqUml,positive,0.6880610585212708
facebook,,,Santo Domingo elige ir hacia adelante ,13626,1634,2173,https://www.facebook.com/reel/686355807255962/,positive,0.5546658039093018
facebook,,,Ecuador no está para repetir errores. Vamos con ideas nuevas y resultados claros. ,20451,1443,2890,https://www.facebook.com/DanielNoboaOk/posts/pfbid0VsFFg98EbQTBb1LVySJwztMWcmzJ1Jedwr4UdsimKdVVoqfbMQ2yyLcLuHdZ6Ktkl,positive,0.5577168464660645
facebook,,,Ecuador solo puede ir para adelante de la mano de jóvenes con oportunidades ,4047,382,419,https://www.facebook.com/reel/9314119785362332/,positive,0.6674767732620239
facebook,,,Sencillamente la opción del empleo y la inversión. Vamos por ese ,62053,2673,4613,https://www.facebook.com/reel/970156271935260/,positive,0.7755566239356995
facebook,,,"Santa Cruz necesita un nuevo hospital, y lo va a tener sin mas demoras. La salud en Galápagos tiene que estar a la altura de su gente. ",4370,433,762,https://www.facebook.com/DanielNoboaOk/posts/pfbid0uAiqKPcM1PezkKbjKsBKWihbry2QGNTrtYWd1v4oT7RsxARoKMN6knP3NpwWgokgl,neutral,0.4637756943702698
facebook,,,"Cuando se trata de ustedes, no existen los protocolos. Vamos por ese ",59518,2841,3715,https://www.facebook.com/reel/986901666866554/,neutral,0.7493969798088074
facebook,,,"Vamos a financiar el Centro de Desarrollo Económico Local. Queremos que el talento y el trabajo se queden en Napo, generando oportunidades desde el territorio. ",5902,494,863,https://www.facebook.com/DanielNoboaOk/posts/pfbid07JFipCWezmXex3a9QFYhvnhnNbPzBYHKttX6rdNqqv3i21HKz2wkKhioMT3JGcz5l,positive,0.6750770211219788
facebook,,,"La Universidad Estatal de Tena será repotenciada. No hay futuro sin educación, y no hay excusas para no invertir donde más se necesita. La juventud de Napo va a tener las herramientas para liderar. ",5760,775,1381,https://www.facebook.com/DanielNoboaOk/posts/pfbid0ECjA89V7VC8jqt9yCaKGa41A62VuYdqFR5T2yw6sAUYzHjxZJ3gZTuGhJpBFkSUNl,positive,0.6010822653770447
facebook,,,"Los productores de Orellana llevan años sacando adelante al país con su trabajo. Ahora les toca recibir lo que necesitan. Vamos a construir un camal regional moderno, seguro y digno. ",2676,217,487,https://www.facebook.com/DanielNoboaOk/posts/pfbid02ARS3yy5Vtb5oKh7nzPKBoM8BBaz5yfCL83S5Xxh9SwztMSSDAYsEL4qoMLPSWfWjl,positive,0.8496089577674866
