feature,importance
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Ni de acuerdo ni en desacuerdo,0.008928244110929314
¿Por quién votó en la segunda vuelta presidencial de 2025?_Nulo/blanco,0.00872490906766154
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_En desacuerdo,0.00832413003520068
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Una vez al día",0.00827909012948604
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Totalmente en desacuerdo,0.008274282830577954
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente en desacuerdo,0.008192966488823256
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_Prefiero no responder,0.008047695941980794
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_Sí,0.007861502902084132
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, mucho",0.007799692735757146
rol_uce_Docente,0.00764973095065187
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_No",0.007640238661065107
¿Con qué frecuencia utiliza redes sociales?_Varias veces a la semana,0.007568730586296976
"identifica_ia_No, me resulta difícil distinguirlo",0.00741378609419636
¿Con qué frecuencia utiliza redes sociales?_Una vez al día,0.007389425923347124
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_En desacuerdo,0.007240168336463813
¿A través de qué dispositivos accede principalmente a Internet?_Computadora,0.007102447632860448
rol_uce_Estudiante de posgrado,0.006926416925980434
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No,0.006885290787001634
"¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Reaccioné (me gusta, me enfada, etc.)",0.006457735623395356
percibe_automatizacion_No,0.006135951159754503
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone;Computadora;Tablet,0.005921292862549571
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_No sé/no aplica,0.005892749726133899
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Nunca",0.00587536562186042
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Administrativas,0.005143554140858972
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Psicológicas,0.00501792996937667
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Comenté,0.0050149645787287
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No sé,0.004962493947252736
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_En desacuerdo,0.004608087027798139
edad_35-44,0.004438199061367365
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_No tuve interacción,0.00435591825351861
"¿A qué facultad o unidad académica pertenece?_Facultad de Ingeniería en Geología, Minas, Petróleos y Ambiental",0.0041603795797052505
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Totalmente de acuerdo,0.0041548732332841705
¿A través de qué dispositivos accede principalmente a Internet?_Tablet,0.004153562212769027
¿Por quién votó en la segunda vuelta presidencial de 2025?_No voté,0.004125575437331562
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Económicas,0.0039140983550040725
¿A qué facultad o unidad académica pertenece?_Facultad de Comunicación Social,0.003601043379000203
¿A qué facultad o unidad académica pertenece?_Facultad de Arquitectura y Urbanismo,0.0034008014259869204
¿A través de qué dispositivos accede principalmente a Internet?_Computadora;Tablet,0.003393826322699076
"¿A qué facultad o unidad académica pertenece?_Facultad de Filosofía, Letras y Ciencias de la Educación",0.0033307672765435087
edad_45-54,0.0030749900351916505
¿Con qué frecuencia utiliza redes sociales?_Rara vez,0.0029715756148320296
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Compartí,0.002436036178234055
genero_Otros,0.002432547054364606
rol_uce_Personal administrativo,0.0023382353467530427
¿A qué facultad o unidad académica pertenece?_Facultad de Derecho,0.002172812381730373
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Nunca",0.0021378368362253847
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Agrícolas,0.002126808941799307
¿A qué facultad o unidad académica pertenece?_Centro de Investigación,0.0019522427554803483
"¿A qué facultad o unidad académica pertenece?_Facultad de Jurisprudencia, Ciencias Políticas y Sociales",0.0019204874867305025
¿A qué facultad o unidad académica pertenece?_Facultad de Odontología,0.001835841910611902
¿A qué facultad o unidad académica pertenece?_Facultad de Artes,0.001786726337114715
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone;Tablet,0.001652808378849096
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Químicas,0.0014852718687797704
edad_55-64,0.0011516874150046391
¿A qué facultad o unidad académica pertenece?_Facultad de Cultura Física,0.0010445366310520533
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone;Computadora;,0.000582502177417537
¿A través de qué dispositivos accede principalmente a Internet?_Computadora;,0.0005204408768285114
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias de la Discapacidad,0.00048607171145492273
¿A través de qué dispositivos accede principalmente a Internet?_Teléfono ,0.00046376817679012267
¿A qué facultad o unidad académica pertenece?_Instituto de Posgrado,0.00042056085247426154
¿A través de qué dispositivos accede principalmente a Internet?_celular,0.0004047950252010524
¿Con qué frecuencia utiliza redes sociales?_Nunca,0.00038132904479261625
¿A qué facultad o unidad académica pertenece?_No pertenece a ninguna facultad / Área administrativa,0.0003221682356707724
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Biológicas,0.00028488493078194263
¿A través de qué dispositivos accede principalmente a Internet?_Computadora;celular,0.00016362323041406953
¿A qué facultad o unidad académica pertenece?_Enfermería ,0.00013461907137974022
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone;Celular,7.032722139303554e-05
reside_quito_Sí,0.0
